Key/String ID,English,Context,Comments,العربيةُ,български език,简体中文,čeština,Dansk,Nederlands,Suomi,Français,Deutsch,Ελληνικά,Magyar,Italiano,日本語,한국어,Norsk,Polski,Português,Português do Brasil,Română,Русский,Español-España,Español-Latinoamérica,Svenska,ไทย,Türkçe,Українська,Tiếng Việt,中文 (繁體)
VoxelPosition,Voxel Pos,,,,,体素位置,Pozice Voxelu,,,,Position du voxel,Voxel Position,,,,,복셀 위치,,,,,,Положение воксела,Posición de vóxel,,,,,,,
RequiredItems,Required Items,,,,,所需物品,Požadované položky,,,,Objets nécessaires,Benötigte Gegenstände,,,,,필요한 물품,,,,,,Требуемые предметы,Objetos necesarios,,,,,,,
ItemStorage,Item Storage,,,,,物品贮藏,Úložiště položek,,,,Stockage d'objets,Artikellagerung,,,,,물품 저장고,,,,,,Хранение предметов,Almacenamiento de objetos,,,,,,,
InputIngredients,Input Ingredients,,,,,输入原料,Vstupní suroviny,,,,Ingrédients requis,Eingang Bestandteil,,,,,재료 투입,,,,,,Требуется,Componentes de entrada,,,,,,,
ResultStorage,Result Storage,,,,,输出贮藏,Úložiště výsledků,,,,Résultat du stock,Ergebnis Lager,,,,,결과물 저장고,,,,,,Хранение продукции,Almacén de resultados,,,,,,,
CraftingSpeed,Crafting Speed,,,,,制作速度,Rychlost tvoření,,,,Vitesse de fabrication,Herstellungsdauer,,,,,제작 속도,,,,,,Скорость проектировки,Velocidad de fabricación,,,,,,,
TransportTime,Transport Time,,,,,运输时间,Doba přepravy,,,,Temps de transport,Transport Zeit,,,,,운반 시간,,,,,,Время на транспортировку,Tiempo de transporte,,,,,,,
Programming,Programming,,,,,编程,Programování,,,,Programmation,Programmierung,,,,,프로그래밍,,,,,,Программирование,Programación,,,,,,,
Speed,Speed,,,,,速度,Rychlost,,,,Vitesse,Geschwindigkeit,,,,,속도,,,,,,Скорость,Velocidad,,,,,,,
Fuel,Fuel,,,,,燃料,Palivo,,,,Combustible,Kraftstoff,,,,,연료,,,,,,Топливо,Combustible,,,,,,,
Expired,Expired,,,,,已过期,Propadlá,,,,Expiré,Abgelaufen,,,,,만료,,,,,,Истекло,Expirado,,,,,,,
Completed,Completed,,,,,已完成,Dokončeno,,,,Terminé,Abgeschlossen,,,,,완료,,,,,,Завершено,Completado,,,,,,,
Failed,Failed,,,,,失败,Selhalo,,,,Échoué,Gescheitert,,,,,실패,,,,,,Провалено,Fallido,,,,,,,
InProgress,In Progress,,,,,进行中,V průběhu,,,,En cours,In Bearbeitung,,,,,진행 중,,,,,,Выполняется,En progreso,,,,,,,
ChangeRecipe,Change Recipe,,,,,变更配方,Změnit recept,,,,Chang. recette,Rezept ändern,,,,,제조법 교체,,,,,,Сменить рецепт,Cambiar receta,,,,,,,
QueueRecipe,Queue Recipe,,,,,将配方加入队列,Recept na frontu,,,,File d'att.,Neues Rezept,,,,,제조 대기열,,,,,,Поставить рецепт в очередь,Añadir receta a la cola,,,,,,,
Program,Program,,,,,程序,Program,,,,Programmer,Programmieren,,,,,프로그램,,,,,,Программа,Programar,,,,,,,
Blueprints,Blueprints,,,,,蓝图,Plány,,,,Plans,Baupläne,,,,,도면,,,,,,Чертежи,Planos,,,,,,,
BlueprintsDescription,Get out there and build something great!,,,,,发挥你的创意，尽情地建造吧！,Jdi tam a něco skvělého vytvoř!,,,,Lancez-vous et construisez quelque chose d'incroyable !,Baue etwas großartiges,,,,,바깥으로 나가 멋진 시설을 만들어 보세요!,,,,,,Пора создать нечто масштабное!,¡Sal ahí fuera y construye algo alucinante!,,,,,,,
Revert,Revert,,,,,撤销,Zpět,,,,Quitter,Zurücksetzen,,,,,되돌리기,,,,,,Вернуть,Revertir,,,,,,,
Apply,Apply,,,,,应用,Aplikuj,,,,Appliquer,Anwenden,,,,,적용,,,,,,Применить,Aplicar,,,,,,,
OkConfirm,Ok,,,,,确认,OK,,,,OK,Ok,,,,,확인,,,,,,ОК,Aceptar,,,,,,,
Back,Back,,,,,返回,Zpět,,,,Retour,Zurück,,,,,뒤로,,,,,,Назад,Atrás,,,,,,,
Reset,Reset,,,,,重置,Reset,,,,Réinitialiser,Zurücksetzen,,,,,초기화,,,,,,Сбросить,Restablecer,,,,,,,
Prospectors,Prospectors,,,,,勘探者,Těžkolové,,,,Prospecteurs,Kolonisten,,,,,탐사자,,,,,,Старатели,Prospectores,,,,,,,
Copy,Copy,,,,,复制,Kopírovat,,,,Copier,Kopieren,,,,,복사,,,,,,Копировать,Copiar,,,,,,,
Paste,Paste,,,,,粘贴,Vložit,,,,Coller,Einfügen,,,,,붙여넣기,,,,,,Вставить,Pegar,,,,,,,
Cancel,Cancel,,,,,取消,Zrušit,,,,Annuler,Abbrechen,,,,,취소,,,,,,Отмена,Cancelar,,,,,,,
Save,Save,,,,,保存,Uložit,,,,Sauvegarder,Speichern,,,,,저장,,,,,,Сохранить,Guardar,,,,,,,
Continue,Continue,,,,,继续,Pokračovat,,,,Continuer,Fortsetzen,,,,,계속,,,,,,Продолжить,Continuar,,,,,,,
Accept,Accept,,,,,接受,Přijmout,,,,Accepter,Akzeptieren,,,,,수락,,,,,,Принять,Aceptar,,,,,,,
Decline,Decline,,,,,拒绝,Odmítnout,,,,Refuser,Ablehnen,,,,,거절,,,,,,Отклонить,Rechazar,,,,,,,
Abort,Abort,,,,,中止,Abort,,,,Interrompre,Abbrechen,,,,,중단,,,,,,Прервать,Abortar,,,,,,,
Delete,Delete,,,,,删除,Smazat,,,,Supprimer,Löschen,,,,,삭제,,,,,,Удалить,Eliminar,,,,,,,
Production,Production,,,,,产品,Produkce,,,,Production,Produktion,,,,,생산,,,,,,Продукция,Producción,,,,,,,
Productivity,Productivity,,,,,产能,Produktivita,,,,Productivité,Produktivität,,,,,생산성,,,,,,Продуктивность,Productividad,,,,,,,
Requirements,Requirements,,,,,要求,Požadavky,,,,Prérequis,Vorraussetzungen,,,,,요구 조건,,,,,,Требования,Requisitos,,,,,,,
Needs,Needs,,,,,需求,Potřeby,,,,Besoins,Befürfnisse,,,,,욕구,,,,,,Потребности,Necesidades,,,,,,,
ChangeProduct,Change Product,,,,,变更产品,Změnit produkt,,,,Changer de produit,Produkt wechseln,,,,,제품 교체,,,,,,Сменить продукт,Cambiar producto,,,,,,,
Hp,HP,,,,,生命,HP,,,,PV,HP,,,,,HP,,,,,,Исправность:,PS,,,,,,,
Pos,POS,,,,,位置,POS,,,,POS,POS,,,,,POS,,,,,,Координаты:,POS,,,,,,,
Id,ID,,,,,ID,ID,,,,ID,ID,,,,,ID,,,,,,Идентификатор:,ID,,,,,,,
Lights,Lights,,,,,照明,Světla,,,,Lumières,Lichter,,,,,조명,,,,,,Освещение,Luces,,,,,,,
Intensity,Intensity,,,,,强度,Intenzita,,,,Intensité,Intensität,,,,,강도,,,,,,Интенсивность,Intensidad,,,,,,,
,,,,,,无,,,,,Aucune,Nichts,,,,,없음,,,,,,Не выбрано,Nada,,,,,,,
Yes,Yes,,,,,是,Ano,,,,Oui,Ja,,,,,예,,,,,,Да,Sí,,,,,,,
No,No,,,,,否,Ne,,,,Non,Nein,,,,,아니오,,,,,,Нет,No,,,,,,,
Off,Off,,,,,关闭,Vypnuto,,,,Dés,Aus,,,,,꺼짐,,,,,,Выкл.,No,,,,,,,
Open,Open,,,,,打开,Otevřeno,,,,Ouvrir,Öffnen,,,,,열기,,,,,,Открыть,Abrir,,,,,,,
Close,Close,,,,,关闭,Zavřít,,,,Fermer,Schließen,,,,,닫기,,,,,,Закрыть,Cerrar,,,,,,,
MinutesShort,min.,,,,,分钟,min.,,,,min.,min.,,,,,분,,,,,,мин.,min,,,,,,,
Lorem,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,,,,,,,,,,,,,,,,,,,,
hints-list,Helpful Hints,,,,,实用提示,Užitečné rady,,,,Astuces,Hilfreiche Tipps,,,,,유용한 정보,,,,,,Полезные советы,Consejos útiles,,,,,,,
hints-list-description,"Having trouble? Here are some tips:
        
- View the landing ship's cargo by dismantling its roof or using the roof view by pressing F2.
        
- Blueprints can always be placed, even if you don't have the required building. Once placed they will be green if they can be built and yellow if you don't have the building to construct.

- Hovering any building and pressing C will automatically select it as a blueprint. This also works for building items on the ground or conveyors.

- Can't place a blueprint? Use the Leveling order to flatten the planet's surface.

- Assign individual resources to stockpiles by selecting an empty stack.
        
- Each stockpile has 4 stack slots. Building vertically increases the stack capacity, but can only store one item type per stack.

- If a machine has an unconnected output a white indicator will appear while placing blueprints.

- Check the events window, accessed from the upper left corner, for quests, events, or incoming trade requests.

- Right-click on a stockpile, or any machine that contains items, to haul items from it.

- If there are resources with the deny icon laying on the ground you might not have enough stockpile space.

- Enlist prospectors by selecting them and pressing R. Enlisted prospectors have their names underlined and will only perform combat focused tasks.

- You can haul items from a stockpile to the space port by creating a Haul To order. Right click on the stockpile, select the item you want to move and then left click on the space port to issue the order. 

- Place Mr. Soylents to feed your prospectors.",,,,,"遇到困难了吗？我们为您准备了一些实用提示：
        
- 拆除着陆飞船的仓顶或按下 F2 键来进入无仓顶视角，可以查看其中的货物。
        
- 您可以随时放置蓝图，即使当前没有所需建筑。放置后，蓝图显示为绿色代表可以建造，显示为黄色则代表缺少所需的建筑。

- 将鼠标悬停在任意建筑上并按下 C 键可以自动选择该建筑为蓝图。此功能也适用于地面上和传送带上的建造物品。

- 无法放置蓝图？请先使用整平命令来整平星球地表。

- 可以通过选择空置物品组为每个储物区分配特定资源。
        
- 每个储物区都有 4 个物品组。向上搭建可以提升储物容量，但每个物品组只能存放一种类型的物品。

- 如果机器的出货口未与其他对象连接，放置蓝图时会出现白色的移动纸箱作为指示标志。

- 检查位于左上角的事件窗口，可以查看任务、事件以及收到的交易请求。

- 右键点击储物区或任意包含物品的机器以搬运其中的物资。

- 如果地面上的资源带有禁止图标，说明您的储物区或许没有足够空间。

- 选择勘探者后按下 R 键可将其征召入伍。受到征召的勘探者姓名带有下划线，只会执行战斗相关任务。

- 可以通过创建搬运命令将资源从储物区搬到太空港。右键点击储物区，选择希望移动的物品，然后左键点击太空港以下达搬运命令。

- 放置大豆先生来为你的勘探者提供餐食。","Máte potíže? Zde je několik tipů:- Zobrazte náklad přistávací lodi demontáží její střechy nebo použitím pohledu ze střechy stisknutím F2.- Plány lze vždy umístit, i když nemáte potřebnou budovu. Po umístění budou zelené, pokud je lze postavit, a žluté, pokud nemáte budovu k jejich zhotovení.- Najetím kurzoru na jakoukoli budovu a stisknutím C ji automaticky vyberete jako plán. To funguje i pro stavební předměty na zemi nebo dopravníky.- Nelze umístit plán? Použijte příkaz Zarovnání k vyrovnání povrchu planety.- Přiřaďte jednotlivé zdroje do skladů výběrem prázdného zásobníku.- Každý sklad má 4 zásobníková místa. Vertikální budování zvyšuje kapacitu zásobníku, ale lze v něm skladovat pouze jeden typ položky na zásobník.- Pokud má stroj nezapojený výstup, při umísťování plánů se zobrazí bílý indikátor.- Zkontrolujte okno událostí, přístupné z levého horního rohu, pro úkoly, události nebo příchozí obchodní požadavky.- Kliknutím pravým tlačítkem myši na sklad nebo na jakýkoli stroj, který obsahuje položky, odtud položky odvezete.- Pokud jsou na zemi zdroje se zakázanou ikonou, možná nemáte dostatek místa ve skladu.- Najměte prospektory jejich výběrem a stisknutím R. Najatí prospektoři mají podtržené jméno a budou provádět pouze úkoly zaměřené na boj.- Položky můžete odvézt ze skladu do vesmírného přístavu vytvořením příkazu Přesunout do. Klikněte pravým tlačítkem myši na sklad, vyberte položku, kterou chcete přesunout, a poté kliknutím levým tlačítkem myši na vesmírný přístav vydáte příkaz.- Umístěte pana Soylentsa, abyste nakrmili své prospektory.",,,,"Vous n'arrivez pas à avancer ? Voici quelques astuces :
        
- Visualisez la cargaison du vaisseau en démontant son toit ou en utilisant la vue sans toit avec F2.
        
- Les plans peuvent toujours être placés, même si vous n'avez pas le bâtiment nécessaire. Une fois placés, ils seront affichés en vert si vous pouvez les construire et en jaune si vous ne possédez pas le bâtiment.

- Passez le curseur sur un bâtiment et appuyez sur C pour le sélectionner automatiquement en tant que plan. Cela fonctionne également pour les objets au sol et les bandes transporteuses.

- Vous n'arrivez pas à placer un plan ? Utilisez l'ordre Aplanir pour aplatir la surface de la planète.

- Assignez des ressources individuelles aux réserves en sélectionnant une pile vide.
        
- Chaque réserve a 4 emplacements de pile. Construire verticalement augmente la capacité de la pile, mais ne permet de stocker qu'un type d'objet par pile.

- Si la sortie d'une machine n'est pas connectée, un indicateur blanc apparaîtra lorsque vous placez les plans.

- Consultez la fenêtre Événements dans le coin supérieur gauche de l'écran pour voir les quêtes, les événements ou les demandes d'échange.

- Faites un clic droit sur une réserve ou une machine qui contient des objets pour transporter leurs objets.

- Si des ressources avec l'icône de refus sont au sol, vous n'avez peut-être pas assez de place dans votre réserve.

- Engagez des prospecteurs en les sélectionnant et en appuyant sur R. Les noms des prospecteurs engagés sont soulignés et ils ne réaliseront que des tâches liées au combat.

- Vous pouvez transporter les objets d'une réserve à la base spatiale en créant un ordre Transporter vers. Pour cela, faites un clic droit sur la réserve, sélectionnez l'objet que vous souhaitez déplacer, et faites un clic gauche sur la base spatiale pour donner l'ordre. 

- Placez des M. Soylent pour nourrir vos prospecteurs.","Probleme? Hier sind ein paar Tipps:
        
- Sieh dir die Ladung des Landungsschiffs an, indem du das Dach abbaust oder die Dachansicht durch Drücken von F2 verwendest.
        
- Baupläne können immer platziert werden, auch wenn du nocht nicht über das erforderliche Gebäude verfügst. Sobald sie platziert sind, werden sie grün angezeigt, wenn sie gebaut werden können, und gelb, wenn du das Gebäude nicht hast, um es zu bauen.

- Wenn du über ein Gebäude gehst und C drückst, wird es automatisch als Bauplan ausgewählt. Dies funktioniert auch für den Bau von Gegenständen auf dem Boden oder von Laufbändern.

- Du kannst keinen Bauplan platzieren? Verwende Sie den Level-Befehl, um die Oberfläche des Planeten zu glätten.

- Weise den Lagern einzelne Ressourcen zu, indem du in ihnen einen leeren Stapel auswählst.
        
- Jedes Lager hat vier Stapelplätze. Vertikales Bauen erhöht die Stapelkapazität, kann aber nur einen Gegenstandstyp pro Stapel aufnehmen.

- Wenn eine Maschine einen nicht angeschlossenen Ausgang hat, erscheint beim Platzieren von Bauplänen eine weiße Anzeige.

- Überprüfe das Ereignisfenster, das du in der oberen linken Ecke findest, auf Quests, Events oder eingehende Handelsanfragen.

- Klicke mit der rechten Maustaste auf ein Lager oder eine Maschine, die Gegenstände enthält, um Gegenstände daraus zu entnehmen.

- Wenn Ressourcen mit dem Verweigerungssymbol auf dem Boden liegen, hast du möglicherweise nicht genug Lagerplatz.

- Rekrutiere Kolonisten, indem du sie auswählst und R drückst. Die Namen der angeworbenen Kolonisten sind dann unterstrichen und sie führen nur kampforientierte Aufgaben aus.

- Du kannst Gegenstände aus einem Lager zum Space Port transportieren, indem du einen Transportauftrag erteilst. Klicke mit der rechten Maustaste auf ein Lager, wähle den Gegenstand aus, den du transportieren möchtest, und klicke dann mit der linken Maustaste auf den Space Port, um den Auftrag zu erteilen. 

- Platziere Mr. Soylents, um deine Kolonisten mit Essen zu versorgen.",,,,,"진행이 어렵나요? 다음 내용을 참고해 보세요.
        
- 함선 지붕을 해체하거나 F2를 눌러 지붕 표시를 숨긴 뒤 함선 내 화물을 확인해 보세요.
        
- 도면은 필요한 시설이 없어도 항상 배치할 수 있습니다. 건설할 수 있는 시설은 녹색, 건설할 시설이 없다면 노란색으로 표시됩니다.

- 시설 위에 커서를 올린 후 C를 누르면 자동으로 해당 도면을 선택합니다. 이 기능은 지면 또는 컨베이어 벨트 위에 놓은 시설 관련 물품에도 적용됩니다.

- 도면을 배치할 수 없나요? 평탄화 명령을 내려 행성 표면을 평평하게 만들어 보세요.

- 빈 보관소 공간을 선택해 개별 자원을 배정하세요.
        
- 보관소는 빈 공간 4개가 주어집니다. 보관소를 수직으로 건설해 보관 용량을 늘릴 수 있지만, 물품은 공간 하나당 한 종류만 보관할 수 있습니다.

- 기계 배출구에 연결된 것이 하나도 없다면 도면을 배치할 때 흰색 표시가 나타납니다.

- 좌측 상단에 보이는 이벤트 창을 눌러 퀘스트나 이벤트, 거래 요청 등을 처리해 보세요.

- 보관소나 물품이 남은 기계에 마우스 오른쪽 버튼을 누르면 물품을 옮길 수 있습니다.

- 보관소의 여유 공간이 부족히면 땅에 떨어진 물품에 거부 아이콘이 표시될 수도 있습니다.

- 탐사자 여럿을 선택하고 R을 눌러 전투에 대비하세요. 전부 대비 상태에 들어간 탐사자는 이름 아래 밑줄이 생기며 전투 관련 작업만 수행합니다.

- 운반 명령을 사용하면 보관소에서 우주 공항으로 물품을 운반할 수 있습니다. 보관소에서 마우스 오른쪽 버튼을 눌러 옮길 물품을 선택하고 우주 공항에서 마우스 왼쪽 버튼을 눌러 명령을 내리세요.

- 미스터 소일렌트를 배치해 탐사자에게 음식을 제공하세요.",,,,,,"Столкнулись с трудностями? Вот пара советов:
        
- Для просмотра груза на вашем корабле демонтируйте его крышу или переключитесь на режим просмотра без крыши, нажав F2.
        
- Чертежи можно разместить в любой момент, даже если у вас нет нужной постройки. После размещения чертёж окрашивается в зелёный цвет, если вы можете приступить к постройке, или в жёлтый, если вам недоступно это строение.

- Нажатие клавиши С при наведении курсора на постройку автоматически выделит её как чертёж. Это также работает со строениями на земле и конвейерами.

- Не получается разместить чертёж? Дайте старателям распоряжение выровнять территорию, чтобы подготовить площадку.

- Привязывайте отдельные ресурсы к конкретным хранилищам, выбрав пустую ячейку.
        
- В каждом хранилище имеется 4 ячейки. Строительство по вертикали увеличивает объём ячейки, однако в ячейке могут храниться только одинаковые предметы.

- Если выход устройства ни к чему не подсоединён, при размещении чертежа на нём появится белый индикатор.

- Проверяйте вкладку событий, расположенную в верхнем левом углу: там вы найдёте задания, события и поступающие торговые предложения.

- Щёлкните правой кнопкой мыши по хранилищу или устройству, чтобы перенести из него предметы.

- Если лежащие на земле ресурсы отмечены крестиком, возможно, у вас закончилось место в хранилищах.

- Приводите старателей в боевую готовность, выбрав персонажа и нажав R. У старателей в боевой готовности подчёркиваются имена. Старатель в боевой готовности будет выполнять исключительно боевые задачи.

- Вы можете переносить предметы из хранилища на космодром, создавая распоряжение «Перенести в...». Щёлкните правой кнопкой мыши по хранилищу, выберите нужный предмет, а затем щёлкните левой кнопкой мыши по космодрому, чтобы доставить заказ.

- Размещайте торговые автоматы «Мистер Сойлент», чтобы накормить старателей.","¿Te cuesta progresar? Aquí tienes algunos consejos:
        
- Quita el techo o pulsa F2 para cambiar la vista del techo y así ver el cargamento de la nave de desembarco.
        
- Los planos pueden colocarse en cualquier momento, hasta cuando no tengas el edificio requerido. Cuando los coloques, se pondrán de color verde si pueden construirse y de color amarillo si no posees el edificio en cuestión.

- Pasa el cursor por cualquier edificio y pulsa C para seleccionarlo de forma automática como plano. Esto también funciona con los objetos del suelo y las cintas transportadoras.

- ¿No puedes colocar un plano? Usa el nivelado para aplanar la superficie del planeta.

- Selecciona un montón vacío para asignar recursos individuales a los depósitos.
        
- Cada depósito tiene capacidad para 4 montones. Construirlos en vertical aumenta la capacidad de almacenamiento, pero solo se puede almacenar un tipo de objeto por montón.

- Si una máquina tiene una salida desconectada, se mostrará un indicador blanco mientras colocas planos.

- Consulta la ventana Eventos, a la que se accede desde la esquina superior izquierda, para ver las misiones, eventos o solicitudes comerciales recibidas.

- Haz clic derecho en un depósito o en cualquier máquina que contenga objetos para recogerlos.

- Si hay recursos con el icono de prohibido en el suelo, es posible que no tengas suficiente espacio de almacenamiento.

- Para reclutar prospectores, selecciónalos y pulsa R. El nombre de los prospectores reclutados aparecerá subrayado, y solo realizarán tareas enfocadas en el combate.

- Para transportar objetos de un depósito al puerto espacial, crea una orden de transporte. Haz clic derecho en el depósito, selecciona el objeto que quieras mover y después haz clic izquierdo en el puerto espacial para emitir la orden. 

- Coloca don Soylent para alimentar a tus prospectores.",,,,,,,
